,Date and time (UTC),Air Temperature (ºC),Market Price (EUR),Total electricity consumption (Wh),Pmpp FranceWatts panel (Wh)
17404,2017-07-12 14:00:00+00:00,18.782333333333334,32.19,20848.916666666664,26.4535
17405,2017-07-12 14:30:00+00:00,19.35066666666667,32.19,20435.75,21.683416666666666
17406,2017-07-12 15:00:00+00:00,19.683333333333334,33.29,18992.166666666664,39.86141666666666
17407,2017-07-12 15:30:00+00:00,20.825,33.29,19286.999999999996,34.67541666666666
17408,2017-07-12 16:00:00+00:00,21.120666666666665,32.95,16975.999999999996,33.02858333333333
17409,2017-07-12 16:30:00+00:00,21.119666666666664,32.95,16017.666666666666,24.61808333333333
17410,2017-07-12 17:00:00+00:00,21.101333333333333,32.82,15308.583333333332,15.656416666666665
17411,2017-07-12 17:30:00+00:00,20.948333333333334,32.82,13127.666666666664,11.952833333333334
17412,2017-07-12 18:00:00+00:00,20.946333333333335,30.5,12413.416666666668,6.943583333333333
17413,2017-07-12 18:30:00+00:00,20.712,30.5,10650.833333333332,4.717
17414,2017-07-12 19:00:00+00:00,20.429999999999996,26.84,10504.25,2.347416666666666
17415,2017-07-12 19:30:00+00:00,19.991666666666664,26.84,9498.25,0.4825
17416,2017-07-12 20:00:00+00:00,19.686000000000003,26.77,9582.416666666666,0.0
17417,2017-07-12 20:30:00+00:00,19.554333333333332,26.77,9453.583333333334,0.0
17418,2017-07-12 21:00:00+00:00,19.24133333333333,26.65,9186.75,0.0
17419,2017-07-12 21:30:00+00:00,18.755,26.65,9316.749999999998,0.0
17420,2017-07-12 22:00:00+00:00,18.295666666666666,26.02,9582.666666666666,0.0
17421,2017-07-12 22:30:00+00:00,17.94,26.02,9204.25,0.0
17422,2017-07-12 23:00:00+00:00,17.535,24.37,8968.916666666666,0.0
17423,2017-07-12 23:30:00+00:00,17.077,24.37,9397.666666666666,0.0
17424,2017-07-13 00:00:00+00:00,16.684,23.04,9057.25,0.0
17425,2017-07-13 00:30:00+00:00,16.308666666666667,23.04,8764.999999999998,0.0
17426,2017-07-13 01:00:00+00:00,16.015,24.76,8793.833333333332,0.0
17427,2017-07-13 01:30:00+00:00,15.585666666666668,24.76,8922.333333333334,0.0
17428,2017-07-13 02:00:00+00:00,15.281999999999998,25.08,8895.416666666668,0.0
17429,2017-07-13 02:30:00+00:00,15.116999999999999,25.08,9277.416666666666,0.0
17430,2017-07-13 03:00:00+00:00,14.988333333333332,26.04,9135.583333333332,0.0
17431,2017-07-13 03:30:00+00:00,14.859,26.04,9459.5,0.0
17432,2017-07-13 04:00:00+00:00,14.577999999999998,26.81,9359.916666666666,0.8219999999999998
17433,2017-07-13 04:30:00+00:00,14.555333333333332,26.81,9066.25,2.9729166666666664
17434,2017-07-13 05:00:00+00:00,14.639666666666665,30.17,11947.333333333334,4.202083333333333
17435,2017-07-13 05:30:00+00:00,14.730333333333334,30.17,13206.75,4.151833333333333
17436,2017-07-13 06:00:00+00:00,14.837333333333333,34.85,12685.25,5.2115833333333335
17437,2017-07-13 06:30:00+00:00,14.976666666666667,34.85,13227.749999999998,10.475583333333333
17438,2017-07-13 07:00:00+00:00,15.649,35.08,16552.083333333332,28.726666666666667
17439,2017-07-13 07:30:00+00:00,16.671,35.08,16905.166666666668,38.118083333333324
17440,2017-07-13 08:00:00+00:00,17.941333333333333,35.52,18509.999999999996,65.02225
17441,2017-07-13 08:30:00+00:00,18.225333333333335,35.52,18985.25,49.95933333333333
17442,2017-07-13 09:00:00+00:00,18.957666666666668,34.96,17810.583333333332,61.87758333333333
17443,2017-07-13 09:30:00+00:00,20.015,34.96,19529.833333333332,72.93791666666665
17444,2017-07-13 10:00:00+00:00,20.892333333333333,30.26,17143.999999999996,78.38966666666666
17445,2017-07-13 10:30:00+00:00,21.289666666666665,30.26,17529.166666666668,76.63916666666665
17446,2017-07-13 11:00:00+00:00,21.770333333333337,30.04,16835.166666666664,95.94341666666665
17447,2017-07-13 11:30:00+00:00,22.319,30.04,18297.0,70.77066666666667
17448,2017-07-13 12:00:00+00:00,22.798666666666666,29.07,19131.75,73.32291666666667
17449,2017-07-13 12:30:00+00:00,22.129666666666665,29.07,18987.416666666664,35.29116666666666
17450,2017-07-13 13:00:00+00:00,22.646333333333335,30.27,19898.499999999996,59.9115
17451,2017-07-13 13:30:00+00:00,22.480333333333334,30.27,20044.666666666664,23.011666666666663
17452,2017-07-13 14:00:00+00:00,22.74733333333333,33.46,22745.666666666668,56.34566666666666
17453,2017-07-13 14:30:00+00:00,22.69333333333333,33.46,20429.916666666668,24.780749999999998
17454,2017-07-13 15:00:00+00:00,22.311333333333334,36.36,18566.083333333332,5.367916666666666
17455,2017-07-13 15:30:00+00:00,21.640333333333334,36.36,19193.0,20.909833333333335
17456,2017-07-13 16:00:00+00:00,21.43133333333333,37.16,17275.416666666664,9.621916666666667
17457,2017-07-13 16:30:00+00:00,21.524666666666665,37.16,14463.333333333332,8.37125
17458,2017-07-13 17:00:00+00:00,22.039999999999996,39.1,13868.333333333334,16.418499999999998
17459,2017-07-13 17:30:00+00:00,21.78866666666666,39.1,12018.583333333332,11.194166666666666
17460,2017-07-13 18:00:00+00:00,21.639,40.1,12332.75,5.81875
17461,2017-07-13 18:30:00+00:00,21.367,40.1,11715.749999999998,1.6124166666666664
17462,2017-07-13 19:00:00+00:00,21.203333333333337,42.93,10596.999999999998,0.0
17463,2017-07-13 19:30:00+00:00,19.580000000000002,42.93,9387.249999999998,0.0
17464,2017-07-13 20:00:00+00:00,18.167,42.13,8673.916666666664,0.0
17465,2017-07-13 20:30:00+00:00,18.215999999999998,42.13,8750.249999999998,0.0
17466,2017-07-13 21:00:00+00:00,18.234333333333336,38.12,8608.5,0.0
17467,2017-07-13 21:30:00+00:00,18.068,38.12,8723.833333333332,0.0
17468,2017-07-13 22:00:00+00:00,18.183,34.4,8970.583333333332,0.0
17469,2017-07-13 22:30:00+00:00,17.558666666666667,34.4,8639.25,0.0
17470,2017-07-13 23:00:00+00:00,16.669333333333334,32.34,8601.916666666666,0.0
17471,2017-07-13 23:30:00+00:00,16.066,32.34,8672.916666666666,0.0
17472,2017-07-14 00:00:00+00:00,15.879333333333333,30.36,8568.25,0.0
17473,2017-07-14 00:30:00+00:00,15.695666666666666,30.36,8560.999999999998,0.0
17474,2017-07-14 01:00:00+00:00,15.508333333333333,29.08,8731.166666666666,0.0
17475,2017-07-14 01:30:00+00:00,15.158,29.08,8680.75,0.0
17476,2017-07-14 02:00:00+00:00,14.525,29.55,8723.666666666666,0.0
17477,2017-07-14 02:30:00+00:00,13.996666666666668,29.55,9425.25,0.0
17478,2017-07-14 03:00:00+00:00,13.680666666666665,30.41,8964.999999999998,0.0
17479,2017-07-14 03:30:00+00:00,13.126,30.41,9416.583333333332,0.0
17480,2017-07-14 04:00:00+00:00,12.673000000000002,39.94,8969.5,0.8581666666666667
17481,2017-07-14 04:30:00+00:00,12.535666666666666,39.94,9577.499999999998,2.4629999999999996
17482,2017-07-14 05:00:00+00:00,13.131333333333336,39.76,11953.333333333334,3.8287499999999994
17483,2017-07-14 05:30:00+00:00,14.122333333333332,39.76,11545.583333333332,5.716333333333333
17484,2017-07-14 06:00:00+00:00,14.722000000000001,44.9,11451.583333333332,12.703666666666665
17485,2017-07-14 06:30:00+00:00,15.690333333333333,44.9,11004.5,27.378333333333334
17486,2017-07-14 07:00:00+00:00,16.476333333333333,43.32,10972.416666666664,42.92725
17487,2017-07-14 07:30:00+00:00,17.28,43.32,10861.666666666666,56.13041666666667
17488,2017-07-14 08:00:00+00:00,18.063333333333333,41.62,11305.583333333334,68.04050000000001
17489,2017-07-14 08:30:00+00:00,18.805000000000003,41.62,10989.75,78.1015
17490,2017-07-14 09:00:00+00:00,19.34,38.94,11481.166666666666,83.30791666666666
17491,2017-07-14 09:30:00+00:00,19.869666666666667,38.94,11879.166666666666,69.02533333333334
17492,2017-07-14 10:00:00+00:00,20.374666666666666,37.1,11297.666666666664,66.66866666666667
17493,2017-07-14 10:30:00+00:00,20.664333333333328,37.1,11267.166666666666,62.289249999999996
